"Two objects A and B of masses 1 and 3 Kg are held by a compressed massless spring and are at rest. When the spring is released, object A moves to the left with a velocity of 9 m/s. What is the velocity (magnitude and direction) of object B?",4
An object A of mass m1 is moving at a speed v1 in a straight line to the right. Another object B of mass m2 is moving to the left in the same path as object A but in the opposite direction. What would be the speed of object B be so that when the two objects collide they stick to each other and stop?,4
"A cannon is bolted to the floor of a railway carriage, which is free to move without friction along a straight track. The combined mass of the cannon and the carriage is M=1200 kg. The cannon fires a cannonball, of mass  m=1.2 kg, horizontally with velocity  v=115 m/s. The cannonball travels the length of the carriage, a distance L=85 m, and then becomes embedded in the carriage's end wall. What is the recoil speed of the carriage right after the cannon is fired? What is the velocity of the carriage after the cannonball strikes the far wall? What net distance, and in what direction, does the carriage move as a result of the firing of the cannon?",4
A softball of mass  m=0.35 kg is pitched at a speed of  u=12 m/s. The batter hits the ball directly back to the pitcher at a speed of  v=21 m/s. The bat acts on the ball for t=0.01 s. What impulse is imparted by the bat to the ball? What average force is exerted by the bat on the ball?,4
"Two objects slide over a frictionless horizontal surface. The first object, mass  m_1=5 kg, is propelled with speed  v_i1 = 4.5 m/s toward the second object, mass m_2 =2.5 kg, which is initially at rest. After the collision, both objects have velocities which are directed  theta = 30 on either side of the original line of motion of the first object. What are the final speeds of the two objects? Is the collision elastic or inelastic?",4
"In a physics lab, the pitching speed of a student is determined by throwing a baseball into a box and observing the box's motion after the catch. A measurement of the the distance the box slides across a rough surface of known coefficient of friction will allow one to determine the pre-impact speed of the pitched ball. If a 0.256-kg ball hits a 3.46-kg box and the ball and box slide a distance of 2.89 meters across a surface with a coefficient of friction of 0.419, then what is the pre-impact speed of the pitched ball?",4
How long does it take a 2000-Kg car to stop from a velocity of 35 m/s if a braking force of 4000 Newtons is used?,4
"In a physics lab, two carts collide elastically on a level, low-friction track. Cart A has a mass of 1.500 kg and is moving east at 36.5 cm/s. Cart B has a mass of 0.500 kg and is moving West at 42.8 cm/s. Determine the post-collision velocities of the two carts.",4
"Two billiard balls, assumed to have identical mass, collide in a perfectly elastic collision. Ball A is heading East at 12 m/s. Ball B is moving West at 8.0 m/s. Determine the post-collision velocities of Ball A and Ball B.",4
"A 12,000-kg railroad car traveling at 10 m/s strikes and couples with a 6000-kg caboose at rest. What is the speed of the final combination?",4
"Two children are playing with a large snowball while on ice skates on a frozen pond. The 33-kg child tosses the 5.0-kg snowball, imparting a horizontal speed of 5.0 m/s to it. The 33-kg child is 4.0 meters from a 28-kg child and 8.0 meters from the edge of the pond (located behind him). Assuming negligible friction, how much time elapses between when the 28-kg child gets hit by the snowball and when the 33-kg child reaches the edge of the pond?",4
Two ice skaters collide on the ice. A 39.6-kg skater moving South at 6.21 m/s collides with a 52.1-kg skater moving East at 4.33 m/s. The two skaters entangle and move together across the ice. Determine the magnitude and direction of their post-collision velocity.,4
"A 72-kg skydiver is falling from 10 000 feet. After reaching terminal velocity, the skydiver opens his parachute. Shortly thereafter, there is an an instant in time in which the skydiver encounters an air resistance force of 1180 Newtons. Determine the acceleration of the skydiver at this instant.",5
"A 72-kg skydiver is falling from 10000 feet. At an instant during the fall, the skydiver encounters an air resistance force of 540 Newtons. Determine the acceleration of the skydiver at this instant",5
A 921-kg sports car is moving rightward with a speed of 29.0 m/s. The driver suddenly slams on the brakes and the car skids to a stop over the course of 3.20 seconds with the wheels locked. Determine the average resistive force acting upon the car.,5
A man of mass M1 lowers himself to the ground from a height X by holding on to the rope passed over a massless frictionless pulley and attached to another block of mass M2. The mass of the man is greater than mass of the block.What is the tension on the rope ?,5
"A shopper in a supermarket pushes a loaded cart with a horizontal force of 16.5 Newtons. If the cart has a mass of 33.8 kg, how far (in meters) will it move in 1.31 seconds, starting from rest? (Neglect resistive forces.)",5
A train has a mass of 6.32x104 kg and is moving with a speed of 94.3 km/hr. The engineer applies the brakes which results in a net backward force of 2.43x105 Newtons on the train. The brakes are held for 3.40 seconds. How far (in meters) does the train travel during this time?,5
Determine the applied force required to accelerate a 3.25-kg object rightward with a constant acceleration of 1.20 m/s/s if the force of friction opposing the motion is 18.2 N. (Neglect air resistance.),5
"A person stands 40 m from a flag pole. With a protractor at eye level, he finds the angle at the top of the flag pole with the horizontal is 25.0 degrees. How high is the flag pole? The distance from his feet to his eyes is 1.8 m.",6
Calculate the critical angle for the crown glass-air boundary. Given Crown_glass=1.52 and air=1.0003,6
Determine the focal length of a convex mirror that produces an image that is 16.0 cm behind the mirror when the object is 28.5 cm from the mirror.,6
The frequency of yellow light is 5.11 * 10 ^14 Hz . Find the wavelength of yellow light. The speed of light is 3 * 10^ 8 m/s.,6
Two physics students stand on the top of their 3.29-meter second-story deck and launch a water balloon from a homemade winger. The balloon is launched upward at a speed of 45.2 m/s and an angle of 39.1 degrees. The balloon lands in a retention pond whose surface is 2.92 meters below grade. Determine the horizontal distance from launch location to landing location.,7
"Alice throws the ball to the +X direction with an initial velocity 10m/s. Time elapsed during the motion is 5s, calculate the height that object is thrown and Vy component of the velocity after it hits the ground. ",7
"John kicks the ball and ball does projectile motion with an angle of 53º to horizontal. Its initial velocity is 10 m/s, find the maximum height it can reach, horizontal displacement and total time required for this motion. (sin53º=0, 8 and cos53º=0, 6)",7
"For motion path of cannonball. Find the maximum height it can reach, horizontal distance it covers and total time from the given information. (The angle between cannonball and horizontal is 53º and sin53º=0, 8 and cos53º=0, 6, velocity is 25 m/s , height is 60 m)",7
A cannon is fired with muzzle velocity of 150 m/s at an angle of elevation = 45°. Gravity = 9.8 m/s2.What is the maximum height the projectile reaches?,7
A cannon is fired with muzzle velocity of 150 m/s at an angle of elevation = 45°. Gravity = 9.8 m/s2.What is the total time aloft?,7
A rock is thrown with an initial vertical velocity component of 30 m/s and an initial horizontal velocity component of 40 m/s.What will these velocity components be one second after the rock reaches the top of its path?,7
"If a person can jump a horizontal distance of 3 m on Earth, how far could the person jump on the moon where the acceleration due to gravity is one-sixth of that on earth (1.7 m/s/s)?",7
"A brick is thrown upward from the top of a building at an angle of 25 degrees above the horizontal and with an initial speed of 15 m/s. If the brick is in the air for 3 seconds, how high is the building?",7
"A daredevil tries to jump a canyon of width 10 m. To do so, he drives his motorcycle up an incline sloped at an angle of 15 degrees. What minimum speed is necessary to clear the canyon?",7
A man can throw a ball a maximum horizontal distance of 185 m on a level field.The acceleration of gravity is 9.8 m/s^2. How far can he throw the same ball vertically upward from the ground? (Assume that the ball is thrown from the ground and that his muscles give the ball the same speed in each case.),7
"A 0.65 kg rock is projected from the edge of the top of a building with an initial velocity of 7.97 m/s at an angle 40? above the horizontal. Due to gravity, the rock strikes the ground at a horizontal distance of 14 m from the base of the building. How tall is the building? Assume the ground is level and that the side of the building is vertical. The acceleration of gravity is 9.8 m/s^2.",7
"A disgruntled physics student, frustrated with finals, releases his tensions by bombarding the adjacent building, 18.3 m away, with water balloons. He fires one at 38? from the horizontal with an initial speed of 27.2 m/s.The acceleration of gravity is 9.8 m/s2.For how long is the balloon in the air?",7
"A golf ball is hit at ground level. The ball is observed to reach its maximum height above ground level 2.4 s after being hit. 0.89 s after reaching this maximum height, the ball is observed to barely clear a fence that is 928 ft from where it was hit.The acceleration of gravity is 32 ft/s2.How high is the fence?",7
"A shell is fired from the ground with an initial speed of 1.70 × 103 m/s (approximately five times the speed of sound) at an initial angle of 51.0? to the horizontal. The acceleration of gravity is 9.81 m/s2.Neglecting air resistance, find the shell’s horizontal range.",7
"A textbook gives the coefficient of volume expansion for air as 3.67 ? 10-3 near room temperature. Use the ideal gas law to obtain a theoretical value for this number, and compare.",8
"An engine using a polyatomic (atoms not in a row) ideal gas is driven by this cycle: from A to B, the pressure increase to 3 times its original pressure while keeping V constant; from B to C, it expands adiabatically until it reaches 4 times the original volume; from C to D, the pressure drops at constant V; from D to A it contracts adiabatically. (a) Sketch the cycle, indicating P, V, and T, for all points. (b) What is the efficiency of this cycle? (c) What’s the maximum efficiency possible between the high and low temperatures. (Leave all answers in terms of the original P, V, and T.)",8
An ice cube having a mass of 50 grams and an initial temperature of -10 degreesCelsius is placed in 400 grams of 40 degrees Celsius water. What is the final temperature of the mixture if the effects of the container can be neglected?,8
"At high noon, the Sun delivers about 1000 W/m2 of radiant energy (or perhaps a bit less, in Wisconsin!). Suppose this strikes a blacktop which is insulated from the ground below. (Or equivalently, suppose the dirt below the blacktop has a very low thermal conductivity.) Ignoring conduction and convection, what temperature would you predict the blacktop to reach?",8
Even if a man shows no visible perspiration he still evaporates about 500 grams of water per day from his lungs. How many calories of heat are removed by this evaporation? What is the rate of heat loss in watts due to this process?,8
"Fifteen identical particles have various speeds: one has a speed of 2.00 m/s; two have speeds of 3.00 m/s; three have speeds of 5.00 m/s; four have speeds of 7.00 m/s; three have speeds of 9.00 m/s; and two have speeds of 12.0 m/s. (a) Find the average speed, the rms speed, and the most probable speed. (b) If the particles have a molar mass of 1000 g/mole, make a reasonable guess as to the likely temperature of the particles.",8
How about if the rod in problem 12 were divided in half the other way: 1.2 m of 2.4 cm2 Cu side by side with 1.2 m of 2.4 cm2 iron?,8
How long would it take to melt the ice in the previous problem if the rod were 0.6 m of Cu and 0.6 m of iron? ,8
One day the relative humidity is 90% and the temperature is 25 degrees Celsius. How many grams of water will condense out of each cubic meter of air if the temperature drops to 15 degrees Celsius? How many energy does the condensation from each cubic meter release?,8
The temperature of a body is increased from -173 C to 357 C. What is the ratio of energies emitted by the body per second in these two cases?,8
The tungsten filament of a certain 100W light bulb radiates 2W of light (the other 98 W of energy is carried away by convection and conduction). The filament has a surface area of 0.25 mm2 and an emissivity of 0.95. How hot is the filament?,8
"You add 50 g of ice at –5? C to 200 g of water at 25? C. What is the final temperature of the mixture, assuming that no heat is lost to the outside?",8
"You add 50 g of steam at 150? C to 50 g of ice at –5? C. What is the final temperature of the mixture, assuming that no heat is lost to the outside?",8
"You have 2 gas tanks connected to each other by a valve. Tank A is twice the size of tank B. They are both initially at 20? C. (a) If tank A starts at 104 Pa and tank B starts at 105 Pa, what is the final temperature and pressure of each tank when the valve is opened? (You may assume the ideal gas law, and that no heat is added nor work done.)",8
"You have a 1.000 cm diameter steel ball which you desire to pass through a 0.999 cm inner diameter Al ring. (a) If you heat them up both together, how hot must they get before you can accomplish your task. (b) If you heat up only the ring, how hot must it get?  (You may look up the coefficient of expansion.)",8
"A small body of mass   is attached to a light thread which passes through a hole at the centre of a smooth table. The body is set into rotation in a circle of radius  , with a speed of  . The thread is then pulled down shortening the radius of the path to  . What will the new linear speed   and the new angular speed   be?",9
A student applies a force to a cart to pull it up an inclined plane at constant speed during a physics lab. A force of 20.8 N is applied parallel to the incline to lift a 3.00-kg loaded cart to a height of 0.450 m along an incline which is 0.636-m long. Determine the work done upon the cart and the subsequent potential energy change of the cart.,9
Approximate the work required lift a 2.5-kg object to a height of 6.0 meters.,9
"Claire deAisles has just completed her shopping at the grocery food store. She accidentally bumps her 42.5-kg cart, setting it in motion from rest down a hill inclined at 14.9 degrees. Upon descending a distance of 9.27 meters along the inclined plane, the cart hits a tree stump (which was placed in the parking lot for the sole purpose of this problem). A 0.295-kg can of tomato soup is immediately hurled from the moving cart and heads towards Will N. Tasue's brand new Lexus. Upon striking the Lexus, the tomato soup can creates a dent with a depth of 3.16 cm. Noah Formula, who is watching the entire incident and fixing to do some physics, attempts to calculate the average force which the Lexus applies to the soup can. Assume negligible air resistance and friction forces and help Noah out.",9
"Eddy, whose mass is 65-kg, climbs up the 1.6-meter high stairs in 1.2 s. Approximate Eddy's power rating.",9
"Mia Kneezhirt jumps from a second story dorm room (h = 7.91 m) to the ground below. Upon contact with the ground, she allows her 62.4-kg body to come to an abrupt stop as her center of gravity is displaced downwards a distance of 89.2 cm. Calculate the average upward force exerted by the ground upon Mia's fragile body.",9
"Pete Zaria applies a 11.9-Newton force to a 1.49-kg mug of root beer in order to accelerate it from rest over a distance of 1.42-m. Once released, how far will the mug slide along the counter top if the coefficient of friction is 0.728?",9
Suzie Lovtaski has a mass of 49.7 kg. She is at rest on top of a hill with a height of 92.6 m and an incline angle of 19.2 degrees. She coasts down the hill to the bottom and eventually comes to a stop; she never uses her poles to apply a force. The coefficient of friction is 0.0873 along the hill and 0.527 along the horizontal surface at the bottom. What total distance will Suzie coast (include both incline and level surface)?,9
"A dart of mass m = 0.100 kg is pressed against a spring of a toy dart gun. The spring has a spring constant k = 250 N/m, and it is compressed by a distance of xi = 0.06m. If the dart detaches from the spring once the spring reaches it's equilibrium position, xf =0, what is the speed of the dart?",9
A ball of mass 2.00-kg is dropped from a height of 1.5 m (from the ground) onto a massless spring (the spring has an equilibrium length of 0.50 m). The ball compresses the spring by an amount of 0.20 m by the time it comes to a stop. Calculate the spring constant of the spring.,9
"A sled of mass m is given a kick on a frozen pond, imparting to it an initial speed vi = 2.0 m/s. The coefficient of kinetic friction between the ice and the sled is mk=0.10. Use energy considerations to find the distance the sled moves before stopping.",9
"Box having mass 3kg thrown with an initial velocity 10 m/s on an inclined plane of angle 30 degrees. If the box passes from the point B with 4m/s velocity, find the work done by friction force.",9
What is the kinetic energy of a 2 kg ball that travels a distance of 50 meters in 5 seconds?,9
"In a sense we all have kinetic energy, even when we are standing still. The earth, with a radius of 6.37×106 meters, rotates about its axis once a day. Ignoring the earth's rotation about the sun, what is the kinetic energy of a 50 kg man standing on the surface of the earth?",9
A ball with enough speed can complete a vertical loop. With what speed must the ball enter the loop to complete a 2 m loop? (Keep in mind that the velocity of the ball is not constant throughout the loop).,9
An elevator must lift 1000 kg a distance of 100 m at a velocity of 4 m/s. What is the average power the elevator exerts during this trip?,9
"An object in free fall is said to have reached terminal velocity if the air resistance becomes strong enough to counteract all gravitational acceleration, causing the object to fall at a constant speed. The exact value of the terminal velocity varies according to the shape of the object, but can be estimated for many objects at 100 m/s. When a 10 kg object has reached terminal velocity, how much power does the air resistance exert on the object?",9
"Calculus based problem Derive, using the equation P =  , an expression for the power exerted by gravity on an object that is in free fall.",9
Find the work done in raising 100 kg of water through a vertical distance of 3m.,9
A car of mass 1000 kg travelling at 30m/s has its speed reduced to 10m/s by a constant breaking force over a distance of 75m.The cars initial kinetic energy,9
